entry_time,exit_time,signal,entry_price,exit_price,profit_loss,profitable
2026-07-10 07:20:00,2026-07-14 04:35:00,BUY,1037.0,1021.6,-15.399999999999977,0
2026-07-14 04:35:00,2026-07-15 07:00:00,SELL,1021.6,1035.0,-13.399999999999977,0
2026-07-15 07:00:00,2026-07-15 07:55:00,BUY,1035.0,1023.9,-11.100000000000023,0
2026-07-15 07:55:00,2026-07-16 04:10:00,SELL,1023.9,1030.0,-6.100000000000023,0
2026-07-16 04:10:00,2026-07-22 04:00:00,BUY,1030.0,1028.7,-1.2999999999999545,0
2026-07-22 04:00:00,2026-07-27 07:25:00,SELL,1028.7,1020.3,8.400000000000091,1
2026-07-27 07:25:00,2026-07-28 04:05:00,BUY,1020.3,1014.5,-5.7999999999999545,0
2026-07-28 04:05:00,2026-07-30 07:05:00,SELL,1014.5,1022.4,-7.899999999999977,0
